source,target,source_models,target_models,edge_width
_methylpentosum_1,Amedibacillus_dolichus_DSM_3991_6,Clostridium_methylpentosum_R2_DSM_5476,Eubacterium_dolichum_DSM_3991,-0.0705735855478297
_methylpentosum_1,Holdemania_filiformis_3,Clostridium_methylpentosum_R2_DSM_5476,Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,-0.0071149535706235
_methylpentosum_1,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_40,Clostridium_methylpentosum_R2_DSM_5476,Clostridium_cellobioparum_DSM_1351,-0.0007548761100923
Phocaeicola_vulgatus_ATCC_8482_0,Alistipes_shahii_WAL_8301_0,Bacteroides_vulgatus_ATCC_8482,Alistipes_shahii_WAL_8301,0.0041878328688335
Phocaeicola_vulgatus_ATCC_8482_0,_eligens_ATCC_27750_3,Bacteroides_vulgatus_ATCC_8482,Eubacterium_eligens_ATCC_27750,-0.0569852538059575
Phocaeicola_vulgatus_ATCC_8482_0,Ruminococcus_champanellensis_18P13_JCM_17042_6,Bacteroides_vulgatus_ATCC_8482,Ruminococcus_champanellensis_18P13,-0.0753247941437225
Phocaeicola_vulgatus_ATCC_8482_0,Barnesiella_intestinihominis_YIT_11860_1,Bacteroides_vulgatus_ATCC_8482,Barnesiella_intestinihominis_YIT_11860,-0.0130570579092141
Phocaeicola_vulgatus_ATCC_8482_0,_methylpentosum_16,Bacteroides_vulgatus_ATCC_8482,Clostridium_methylpentosum_R2_DSM_5476,0.30111015305879
Phocaeicola_vulgatus_ATCC_8482_0,_methoxybenzovorans_SR3_15,Bacteroides_vulgatus_ATCC_8482,Clostridium_methoxybenzovorans_SR3,-0.093288910932363
Phocaeicola_vulgatus_ATCC_8482_0,_eligens_ATCC_27750_8,Bacteroides_vulgatus_ATCC_8482,Eubacterium_eligens_ATCC_27750,-0.0008065496901039
Phocaeicola_vulgatus_ATCC_8482_0,_methoxybenzovorans_SR3_18,Bacteroides_vulgatus_ATCC_8482,Clostridium_methoxybenzovorans_SR3,-0.0868342201329152
Phocaeicola_vulgatus_ATCC_8482_0,Gordonibacter_pamelaeae_3,Bacteroides_vulgatus_ATCC_8482,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,-0.010393268506098
Phocaeicola_vulgatus_ATCC_8482_0,Gordonibacter_pamelaeae_6,Bacteroides_vulgatus_ATCC_8482,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,-0.0237956179259449
Phocaeicola_vulgatus_ATCC_8482_0,_methylpentosum_35,Bacteroides_vulgatus_ATCC_8482,Clostridium_methylpentosum_R2_DSM_5476,-0.0268416957263333
Blautia_obeum_ATCC_29174_0,_gnavus_ATCC_29149_0,Blautia_obeum_ATCC_29174,Ruminococcus_gnavus_ATCC_29149,0.007525898064647
Blautia_obeum_ATCC_29174_0,Blautia_obeum_ATCC_29174_1,Blautia_obeum_ATCC_29174,Blautia_obeum_ATCC_29174,0.245674025776771
Blautia_obeum_ATCC_29174_0,_rectale_ATCC_33656_1,Blautia_obeum_ATCC_29174,Eubacterium_rectale_ATCC_33656,0.0157076755603846
Blautia_obeum_ATCC_29174_0,Roseburia_intestinalis_L182_0,Blautia_obeum_ATCC_29174,Roseburia_intestinalis_L1_82,0.0685315326317358
Blautia_obeum_ATCC_29174_0,Roseburia_inulinivorans_DSM_16841_0,Blautia_obeum_ATCC_29174,Roseburia_inulinivorans_DSM_16841,0.0079541795177486
Blautia_obeum_ATCC_29174_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_0,Blautia_obeum_ATCC_29174,Clostridium_cellobioparum_DSM_1351,0.131091164274589
Blautia_obeum_ATCC_29174_0,_lactaris_ATCC_29176_4,Blautia_obeum_ATCC_29174,Ruminococcus_lactaris_ATCC_29176,0.0056472191941394
Blautia_obeum_ATCC_29174_0,_methoxybenzovorans_SR3_3,Blautia_obeum_ATCC_29174,Clostridium_methoxybenzovorans_SR3,0.0164485410390588
Blautia_obeum_ATCC_29174_0,Parasutterella_excrementihominis_YIT_11859_0,Blautia_obeum_ATCC_29174,Parasutterella_excrementihominis_YIT_11859,0.0055884622124393
Blautia_obeum_ATCC_29174_0,Eubacterium_brachy_ATCC_33089_0,Blautia_obeum_ATCC_29174,Eubacterium_brachy_ATCC_33089,0.0038662465606245
Blautia_obeum_ATCC_29174_0,Alistipes_finegoldii_DSM_17242_3,Blautia_obeum_ATCC_29174,Alistipes_finegoldii_DSM_17242,-0.0414721584332329
Blautia_obeum_ATCC_29174_0,Pseudoflavonifractor_capillosus_ATCC_29799_14,Blautia_obeum_ATCC_29174,Pseudoflavonifractor_capillosus_strain_ATCC_29799,-0.0756333284064923
Blautia_obeum_ATCC_29174_0,_methylpentosum_31,Blautia_obeum_ATCC_29174,Clostridium_methylpentosum_R2_DSM_5476,-0.0337484183948351
Blautia_obeum_ATCC_29174_0,_leptum_DSM_753_1,Blautia_obeum_ATCC_29174,Clostridium_leptum_DSM_753,-0.0454609990852204
_rectale_ATCC_33656_0,_rectale_ATCC_33656_1,Eubacterium_rectale_ATCC_33656,Eubacterium_rectale_ATCC_33656,0.0631986729710053
_rectale_ATCC_33656_0,Bacteroides_fluxus_YIT_12057_1,Eubacterium_rectale_ATCC_33656,Bacteroides_fluxus_YIT_12057,0.145434751819495
_rectale_ATCC_33656_0,Bacteroides_caccae_ATCC_43185_0,Eubacterium_rectale_ATCC_33656,Bacteroides_caccae_ATCC_43185,-0.011373488122591
_rectale_ATCC_33656_0,Ruminococcus_champanellensis_18P13_JCM_17042_0,Eubacterium_rectale_ATCC_33656,Ruminococcus_champanellensis_18P13,-0.172491394537058
_rectale_ATCC_33656_0,_methoxybenzovorans_SR3_0,Eubacterium_rectale_ATCC_33656,Clostridium_methoxybenzovorans_SR3,0.129793223381876
_rectale_ATCC_33656_0,Phocaeicola_vulgatus_ATCC_8482_2,Eubacterium_rectale_ATCC_33656,Bacteroides_vulgatus_ATCC_8482,-0.0645296806556979
_rectale_ATCC_33656_0,Blautia_hansenii_DSM_20583_5,Eubacterium_rectale_ATCC_33656,Blautia_hansenii_VPI_C7_24_DSM_20583,-0.0186416929940877
_rectale_ATCC_33656_0,_methoxybenzovorans_SR3_6,Eubacterium_rectale_ATCC_33656,Clostridium_methoxybenzovorans_SR3,0.0862195254551547
_rectale_ATCC_33656_0,Unidentified_Rhodospirillales_0,Eubacterium_rectale_ATCC_33656,Unidentified_Rhodospirillales_0,-0.267638263776445
_rectale_ATCC_33656_0,_gnavus_ATCC_29149_7,Eubacterium_rectale_ATCC_33656,Ruminococcus_gnavus_ATCC_29149,0.0191688512594354
_methylpentosum_2,Coprococcus_comes_ATCC_27758_0,Clostridium_methylpentosum_R2_DSM_5476,Coprococcus_comes_ATCC_27758,-0.0375479135922091
_methylpentosum_2,Bacteroides_intestinalis_0,Clostridium_methylpentosum_R2_DSM_5476,Bacteroides_intestinalis_341_DSM_17393,0.087466343448142
_methylpentosum_2,Pseudoflavonifractor_capillosus_ATCC_29799_3,Clostridium_methylpentosum_R2_DSM_5476,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.232468369719198
_methylpentosum_2,Sutterella_parvirubra_YIT_11816_2,Clostridium_methylpentosum_R2_DSM_5476,Sutterella_parvirubra_YIT_11816,0.0504438932792479
_methylpentosum_2,_hylemonae_DSM_15053_5,Clostridium_methylpentosum_R2_DSM_5476,Clostridium_hylemonae_DSM_15053,0.0900214353136478
_methylpentosum_2,Pseudoflavonifractor_capillosus_ATCC_29799_19,Clostridium_methylpentosum_R2_DSM_5476,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.144107993416698
_methylpentosum_2,Raoultella_planticola_ATCC_33531_1,Clostridium_methylpentosum_R2_DSM_5476,Raoultella_planticola_ATCC_33531,0.0251942241426311
Bifidobacterium_adolescentis_ATCC_15703_0,_methoxybenzovorans_SR3_2,Bifidobacterium_adolescentis_ATCC_15703,Clostridium_methoxybenzovorans_SR3,0.0018879885448856
Bifidobacterium_adolescentis_ATCC_15703_0,Acidaminococcus_fermentans_DSM_20731_2,Bifidobacterium_adolescentis_ATCC_15703,Acidaminococcus_fermentans_DSM_20731,0.302717918994289
Bifidobacterium_adolescentis_ATCC_15703_0,_methoxybenzovorans_SR3_6,Bifidobacterium_adolescentis_ATCC_15703,Clostridium_methoxybenzovorans_SR3,0.0229827894798954
Bifidobacterium_adolescentis_ATCC_15703_0,Caldibacillus_thermoamylovorans_0,Bifidobacterium_adolescentis_ATCC_15703,Bacillus_thermoamylovorans,-0.0252297269681634
Bifidobacterium_adolescentis_ATCC_15703_0,_lactaris_ATCC_29176_14,Bifidobacterium_adolescentis_ATCC_15703,Ruminococcus_lactaris_ATCC_29176,-0.0125911037643454
Bifidobacterium_adolescentis_ATCC_15703_0,_methylpentosum_22,Bifidobacterium_adolescentis_ATCC_15703,Clostridium_methylpentosum_R2_DSM_5476,0.115535474699907
Bifidobacterium_adolescentis_ATCC_15703_0,_eligens_ATCC_27750_10,Bifidobacterium_adolescentis_ATCC_15703,Eubacterium_eligens_ATCC_27750,0.140369136688447
_lactaris_ATCC_29176_0,_methylpentosum_3,Ruminococcus_lactaris_ATCC_29176,Clostridium_methylpentosum_R2_DSM_5476,0.0029145233806159
_lactaris_ATCC_29176_0,Coprococcus_comes_ATCC_27758_1,Ruminococcus_lactaris_ATCC_29176,Coprococcus_comes_ATCC_27758,0.0795816418838057
_lactaris_ATCC_29176_0,Roseburia_inulinivorans_DSM_16841_0,Ruminococcus_lactaris_ATCC_29176,Roseburia_inulinivorans_DSM_16841,0.0485521652782839
_lactaris_ATCC_29176_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_0,Ruminococcus_lactaris_ATCC_29176,Clostridium_cellobioparum_DSM_1351,0.281580756437391
_lactaris_ATCC_29176_0,_hylemonae_DSM_15053_0,Ruminococcus_lactaris_ATCC_29176,Clostridium_hylemonae_DSM_15053,0.21161393296886
_lactaris_ATCC_29176_0,_spiroforme_DSM_1552_1,Ruminococcus_lactaris_ATCC_29176,Clostridium_spiroforme_DSM_1552,-0.094417219445294
_lactaris_ATCC_29176_0,Parabacteroides_distasonis_ATCC_8503_0,Ruminococcus_lactaris_ATCC_29176,Parabacteroides_distasonis_ATCC_8503,-0.036647003583185
_lactaris_ATCC_29176_0,_spiroforme_DSM_1552_3,Ruminococcus_lactaris_ATCC_29176,Clostridium_spiroforme_DSM_1552,-0.0468970998592934
_lactaris_ATCC_29176_0,Enterococcus_cecorum_DSM_20682_ATCC_43198_0,Ruminococcus_lactaris_ATCC_29176,Enterococcus_cecorum_DSM_20682,-0.0913257951228747
Escherichia_fergusonii_ATCC_35469_0,_spiroforme_DSM_1552_0,Escherichia_fergusonii_ATCC_35469,Clostridium_spiroforme_DSM_1552,-0.19326926874143
Escherichia_fergusonii_ATCC_35469_0,Eubacterium_ramulus_ATCC_29099_0,Escherichia_fergusonii_ATCC_35469,Eubacterium_ramulus_ATCC_29099,-0.0244555055606798
Escherichia_fergusonii_ATCC_35469_0,_gnavus_ATCC_29149_2,Escherichia_fergusonii_ATCC_35469,Ruminococcus_gnavus_ATCC_29149,-0.0277751473067697
Escherichia_fergusonii_ATCC_35469_0,Barnesiella_intestinihominis_YIT_11860_0,Escherichia_fergusonii_ATCC_35469,Barnesiella_intestinihominis_YIT_11860,0.0238240495797822
Escherichia_fergusonii_ATCC_35469_0,Eubacterium_ventriosum_ATCC_27560_0,Escherichia_fergusonii_ATCC_35469,Eubacterium_ventriosum_ATCC_27560,-0.041652338265886
Escherichia_fergusonii_ATCC_35469_0,Eubacterium_sulci_ATCC_35585_10,Escherichia_fergusonii_ATCC_35469,Eubacterium_sulci_ATCC_35585,0.0451637616814052
Escherichia_fergusonii_ATCC_35469_0,Parabacteroides_distasonis_ATCC_8503_1,Escherichia_fergusonii_ATCC_35469,Parabacteroides_distasonis_ATCC_8503,-0.0842755634606024
Escherichia_fergusonii_ATCC_35469_0,_methylpentosum_30,Escherichia_fergusonii_ATCC_35469,Clostridium_methylpentosum_R2_DSM_5476,0.0456559758037427
Escherichia_fergusonii_ATCC_35469_0,Pseudoflavonifractor_capillosus_ATCC_29799_32,Escherichia_fergusonii_ATCC_35469,Pseudoflavonifractor_capillosus_strain_ATCC_29799,-0.02467537754254
Escherichia_fergusonii_ATCC_35469_0,Lachnospira_multipara_ATCC_19207_8,Escherichia_fergusonii_ATCC_35469,Lachnospira_multipara_ATCC_19207,-0.0369506044958043
_eligens_ATCC_27750_0,Lachnospira_multipara_ATCC_19207_1,Eubacterium_eligens_ATCC_27750,Lachnospira_multipara_ATCC_19207,0.313992190546813
_eligens_ATCC_27750_0,Bacteroides_clarus_YIT_12056_0,Eubacterium_eligens_ATCC_27750,Bacteroides_clarus_YIT_12056,-0.110655568839409
_eligens_ATCC_27750_0,Alistipes_finegoldii_DSM_17242_1,Eubacterium_eligens_ATCC_27750,Alistipes_finegoldii_DSM_17242,-0.0181281945925549
_eligens_ATCC_27750_0,Odoribacter_splanchnicus_DSM_20712_0,Eubacterium_eligens_ATCC_27750,Odoribacter_splanchnicus_1651_6_DSM_20712,-0.0152369413005759
_eligens_ATCC_27750_0,Blautia_obeum_ATCC_29174_5,Eubacterium_eligens_ATCC_27750,Blautia_obeum_ATCC_29174,0.0233468420615553
_eligens_ATCC_27750_0,Alistipes_indistinctus_YIT_12060_1,Eubacterium_eligens_ATCC_27750,Alistipes_indistinctus_YIT_12060,-0.23479562081303
_eligens_ATCC_27750_0,_gnavus_ATCC_29149_8,Eubacterium_eligens_ATCC_27750,Ruminococcus_gnavus_ATCC_29149,-0.0428763013435034
_eligens_ATCC_27750_0,Roseburia_hominis_A2183_4,Eubacterium_eligens_ATCC_27750,Roseburia_hominis_A2_183,-0.0218211678909167
_eligens_ATCC_27750_0,Raoultella_planticola_ATCC_33531_1,Eubacterium_eligens_ATCC_27750,Raoultella_planticola_ATCC_33531,-0.108477607909871
_eligens_ATCC_27750_0,Bifidobacterium_catenulatum_subsp._kashiwanohense_JCM_15439_DSM_21854_2,Eubacterium_eligens_ATCC_27750,Bifidobacterium_kashiwanohense_DSM_21854,0.011110382098862
_eligens_ATCC_27750_0,Gordonibacter_pamelaeae_5,Eubacterium_eligens_ATCC_27750,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,-0.0102477274749889
_eligens_ATCC_27750_0,_methoxybenzovorans_SR3_37,Eubacterium_eligens_ATCC_27750,Clostridium_methoxybenzovorans_SR3,-0.0114280655182513
_eligens_ATCC_27750_0,Anaerostipes_caccae_L192_4,Eubacterium_eligens_ATCC_27750,Anaerostipes_caccae_DSM_14662,-0.0307554126117815
Collinsella_tanakaei_YIT_12063_0,Bifidobacterium_longum_infantis_ATCC_15697_0,Collinsella_tanakaei_YIT_12063,Bifidobacterium_longum_infantis_ATCC_15697,0.0187322298511559
Collinsella_tanakaei_YIT_12063_0,Clostridium_perfringens_ATCC_13124_0,Collinsella_tanakaei_YIT_12063,Clostridium_perfringens_ATCC_13124,0.0149222393142517
Collinsella_tanakaei_YIT_12063_0,Bacteroides_caccae_ATCC_43185_0,Collinsella_tanakaei_YIT_12063,Bacteroides_caccae_ATCC_43185,0.0742930692187043
Collinsella_tanakaei_YIT_12063_0,_methylpentosum_8,Collinsella_tanakaei_YIT_12063,Clostridium_methylpentosum_R2_DSM_5476,0.0539406109866993
Collinsella_tanakaei_YIT_12063_0,_methoxybenzovorans_SR3_1,Collinsella_tanakaei_YIT_12063,Clostridium_methoxybenzovorans_SR3,0.0335365866697489
Collinsella_tanakaei_YIT_12063_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_1,Collinsella_tanakaei_YIT_12063,Clostridium_cellobioparum_DSM_1351,0.0194007214776881
Collinsella_tanakaei_YIT_12063_0,_hylemonae_DSM_15053_1,Collinsella_tanakaei_YIT_12063,Clostridium_hylemonae_DSM_15053,0.0060298494170033
Collinsella_tanakaei_YIT_12063_0,Streptococcus_cristatus_ATCC_51100_1,Collinsella_tanakaei_YIT_12063,Streptococcus_cristatus_ATCC_51100,0.0553909058761072
Collinsella_tanakaei_YIT_12063_0,Blautia_producta_ATCC_27340_DSM_2950_1,Collinsella_tanakaei_YIT_12063,Blautia_producta_DSM_2950,0.124366629845102
Collinsella_tanakaei_YIT_12063_0,Bacteroides_salyersiae_WAL_10018_DSM_18765_JCM_12988_0,Collinsella_tanakaei_YIT_12063,Bacteroides_salyersiae_WAL_10018,-0.0235203526143062
Collinsella_tanakaei_YIT_12063_0,Bacteroides_xylanisolvens_XB1A_3,Collinsella_tanakaei_YIT_12063,Bacteroides_xylanisolvens_XB1A,0.0311048729148078
Collinsella_tanakaei_YIT_12063_0,Parabacteroides_merdae_ATCC_43184_2,Collinsella_tanakaei_YIT_12063,Parabacteroides_merdae_ATCC_43184,-0.0058680138417182
Collinsella_tanakaei_YIT_12063_0,_methoxybenzovorans_SR3_37,Collinsella_tanakaei_YIT_12063,Clostridium_methoxybenzovorans_SR3,-0.173351065711234
Collinsella_tanakaei_YIT_12063_0,Gordonibacter_pamelaeae_8,Collinsella_tanakaei_YIT_12063,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,-0.0662883877182684
Collinsella_tanakaei_YIT_12063_0,Clostridium_botulinum_A_str._ATCC_3502_0,Collinsella_tanakaei_YIT_12063,Clostridium_botulinum_A_str_ATCC_3502,-0.0198474274824729
_gnavus_ATCC_29149_0,Anaerobutyricum_hallii_DSM_3353_0,Ruminococcus_gnavus_ATCC_29149,Eubacterium_hallii_DSM_3353,0.0740459888444122
_gnavus_ATCC_29149_0,Coprococcus_comes_ATCC_27758_1,Ruminococcus_gnavus_ATCC_29149,Coprococcus_comes_ATCC_27758,0.0790972384768019
_gnavus_ATCC_29149_0,Blautia_obeum_ATCC_29174_4,Ruminococcus_gnavus_ATCC_29149,Blautia_obeum_ATCC_29174,0.0179150008765134
_gnavus_ATCC_29149_0,_gnavus_ATCC_29149_4,Ruminococcus_gnavus_ATCC_29149,Ruminococcus_gnavus_ATCC_29149,-0.24465041351399
_gnavus_ATCC_29149_0,_eligens_ATCC_27750_6,Ruminococcus_gnavus_ATCC_29149,Eubacterium_eligens_ATCC_27750,0.0150869664261572
_gnavus_ATCC_29149_0,_methoxybenzovorans_SR3_21,Ruminococcus_gnavus_ATCC_29149,Clostridium_methoxybenzovorans_SR3,-0.0684232577465967
_gnavus_ATCC_29149_0,Parabacteroides_distasonis_ATCC_8503_0,Ruminococcus_gnavus_ATCC_29149,Parabacteroides_distasonis_ATCC_8503,-0.0343067849345188
Akkermansia_muciniphila_ATCC_BAA835_0,Bifidobacterium_catenulatum_subsp._kashiwanohense_JCM_15439_DSM_21854_0,Akkermansia_muciniphila_ATCC_BAA_835,Bifidobacterium_kashiwanohense_DSM_21854,-0.01047736624958
Akkermansia_muciniphila_ATCC_BAA835_0,Roseburia_intestinalis_L182_0,Akkermansia_muciniphila_ATCC_BAA_835,Roseburia_intestinalis_L1_82,0.0638301309447691
Akkermansia_muciniphila_ATCC_BAA835_0,_hylemonae_DSM_15053_0,Akkermansia_muciniphila_ATCC_BAA_835,Clostridium_hylemonae_DSM_15053,0.0180685753660191
Akkermansia_muciniphila_ATCC_BAA835_0,Phocaeicola_plebeius_0,Akkermansia_muciniphila_ATCC_BAA_835,Bacteroides_plebeius_M12_DSM_17135,0.0453414466695641
Akkermansia_muciniphila_ATCC_BAA835_0,Ruminococcus_champanellensis_18P13_JCM_17042_1,Akkermansia_muciniphila_ATCC_BAA_835,Ruminococcus_champanellensis_18P13,0.0399165406096667
Akkermansia_muciniphila_ATCC_BAA835_0,_methylpentosum_14,Akkermansia_muciniphila_ATCC_BAA_835,Clostridium_methylpentosum_R2_DSM_5476,-0.0167346618781066
Akkermansia_muciniphila_ATCC_BAA835_0,Sutterella_parvirubra_YIT_11816_2,Akkermansia_muciniphila_ATCC_BAA_835,Sutterella_parvirubra_YIT_11816,0.0369409861580878
Akkermansia_muciniphila_ATCC_BAA835_0,Pseudoflavonifractor_capillosus_ATCC_29799_16,Akkermansia_muciniphila_ATCC_BAA_835,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.0023333540058783
Akkermansia_muciniphila_ATCC_BAA835_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_28,Akkermansia_muciniphila_ATCC_BAA_835,Clostridium_cellobioparum_DSM_1351,0.201281916391203
Akkermansia_muciniphila_ATCC_BAA835_0,Amedibacillus_dolichus_DSM_3991_4,Akkermansia_muciniphila_ATCC_BAA_835,Eubacterium_dolichum_DSM_3991,0.113001831430261
Akkermansia_muciniphila_ATCC_BAA835_0,Unidentified_Victivallis_0,Akkermansia_muciniphila_ATCC_BAA_835,Unidentified_Victivallis_0,0.0980836668689501
Akkermansia_muciniphila_ATCC_BAA835_0,Anaerostipes_caccae_L192_3,Akkermansia_muciniphila_ATCC_BAA_835,Anaerostipes_caccae_DSM_14662,-0.0108682811085133
Prevotella_melaninogenica_ATCC_25845_0,Clostridium_celatum_DSM_1785_0,Prevotella_melaninogenica_ATCC_25845,Clostridium_celatum_DSM_1785,0.446559773667875
Prevotella_melaninogenica_ATCC_25845_0,Blautia_hansenii_DSM_20583_6,Prevotella_melaninogenica_ATCC_25845,Blautia_hansenii_VPI_C7_24_DSM_20583,0.0110635409952684
Prevotella_melaninogenica_ATCC_25845_0,_methylpentosum_13,Prevotella_melaninogenica_ATCC_25845,Clostridium_methylpentosum_R2_DSM_5476,0.0220758996184899
Prevotella_melaninogenica_ATCC_25845_0,Barnesiella_intestinihominis_YIT_11860_2,Prevotella_melaninogenica_ATCC_25845,Barnesiella_intestinihominis_YIT_11860,0.0366615489588508
Prevotella_melaninogenica_ATCC_25845_0,Marvinbryantia_formatexigens_3,Prevotella_melaninogenica_ATCC_25845,Marvinbryantia_formatexigens_I_52_DSM_14469,0.0801472397084843
Blautia_obeum_ATCC_29174_1,Coprococcus_comes_ATCC_27758_1,Blautia_obeum_ATCC_29174,Coprococcus_comes_ATCC_27758,0.153817406498687
Blautia_obeum_ATCC_29174_1,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_0,Blautia_obeum_ATCC_29174,Clostridium_cellobioparum_DSM_1351,0.10436547263614
Blautia_obeum_ATCC_29174_1,_hylemonae_DSM_15053_1,Blautia_obeum_ATCC_29174,Clostridium_hylemonae_DSM_15053,0.337166880581202
Blautia_obeum_ATCC_29174_1,_lactaris_ATCC_29176_8,Blautia_obeum_ATCC_29174,Ruminococcus_lactaris_ATCC_29176,-0.0493176170076023
Blautia_obeum_ATCC_29174_1,_lactaris_ATCC_29176_14,Blautia_obeum_ATCC_29174,Ruminococcus_lactaris_ATCC_29176,0.0295576327743988
